current_path,current_filename,normalized,suggested_path,size,suspicious
"icons/fazer exercбcio_2.svg","fazer exercбcio_2.svg","fazer_exercbcio_2","icons/fazer_exercbcio_2.svg","15428","yes"
"icons/fazer magia.svg","fazer magia.svg","fazer_magia","icons/fazer_magia.svg","19456","no"
"icons/fazer turismo.svg","fazer turismo.svg","fazer_turismo","icons/fazer_turismo.svg","16952","no"
"icons/fazer um nв.svg","fazer um nв.svg","fazer_um_nv","icons/fazer_um_nv.svg","16944","yes"
"icons/fazer xixi.svg","fazer xixi.svg","fazer_xixi","icons/fazer_xixi.svg","12816","no"
"icons/fazer xixi_2.svg","fazer xixi_2.svg","fazer_xixi_2","icons/fazer_xixi_2.svg","6680","no"
"icons/fazer.svg","fazer.svg","fazer","icons/fazer.svg","17720","no"
"icons/fazer_2.svg","fazer_2.svg","fazer_2","icons/fazer_2.svg","13592","no"
"icons/febre.svg","febre.svg","febre","icons/febre.svg","23496","no"
"icons/fechado.svg","fechado.svg","fechado","icons/fechado.svg","2388","no"
"icons/fechadura.svg","fechadura.svg","fechadura","icons/fechadura.svg","10720","no"
"icons/fechaduras.svg","fechaduras.svg","fechaduras","icons/fechaduras.svg","9380","no"
"icons/fechar os olhos.svg","fechar os olhos.svg","fechar_os_olhos","icons/fechar_os_olhos.svg","9380","no"
"icons/fechar parИnteses.svg","fechar parИnteses.svg","fechar_parinteses","icons/fechar_parinteses.svg","4020","yes"
"icons/fechar.svg","fechar.svg","fechar","icons/fechar.svg","14880","no"
"icons/fechar_2.svg","fechar_2.svg","fechar_2","icons/fechar_2.svg","11388","no"
"icons/fechar_3.svg","fechar_3.svg","fechar_3","icons/fechar_3.svg","6580","no"
"icons/fechar_4.svg","fechar_4.svg","fechar_4","icons/fechar_4.svg","9112","no"
"icons/fechar_5.svg","fechar_5.svg","fechar_5","icons/fechar_5.svg","17308","no"
"icons/fechar_6.svg","fechar_6.svg","fechar_6","icons/fechar_6.svg","12020","no"
"icons/fechar_7.svg","fechar_7.svg","fechar_7","icons/fechar_7.svg","5344","no"
"icons/fecho.svg","fecho.svg","fecho","icons/fecho.svg","9700","no"
"icons/fecundaЗ╞o in vitro.svg","fecundaЗ╞o in vitro.svg","fecundaz_o_in_vitro","icons/fecundaz_o_in_vitro.svg","15580","yes"
"icons/fecundaЗ╞o.svg","fecundaЗ╞o.svg","fecundaz_o","icons/fecundaz_o.svg","13436","yes"
"icons/feder.svg","feder.svg","feder","icons/feder.svg","17152","no"
"icons/feder_2.svg","feder_2.svg","feder_2","icons/feder_2.svg","11928","no"
"icons/feia.svg","feia.svg","feia","icons/feia.svg","21196","no"
"icons/feijфes.svg","feijфes.svg","feijfes","icons/feijfes.svg","13836","yes"
"icons/feij╞o verde.svg","feij╞o verde.svg","feij_o_verde","icons/feij_o_verde.svg","15400","no"
"icons/feij╞o verde_2.svg","feij╞o verde_2.svg","feij_o_verde_2","icons/feij_o_verde_2.svg","12432","no"
"icons/feij╞o.svg","feij╞o.svg","feij_o","icons/feij_o.svg","32704","no"
"icons/feij╞o_2.svg","feij╞o_2.svg","feij_o_2","icons/feij_o_2.svg","9836","no"
"icons/feij╞o_3.svg","feij╞o_3.svg","feij_o_3","icons/feij_o_3.svg","9196","no"
"icons/feij╞o_4.svg","feij╞o_4.svg","feij_o_4","icons/feij_o_4.svg","16304","no"
"icons/feio.svg","feio.svg","feio","icons/feio.svg","17812","no"
"icons/feio_2.svg","feio_2.svg","feio_2","icons/feio_2.svg","9696","no"
"icons/feira.svg","feira.svg","feira","icons/feira.svg","37360","no"
"icons/feixe de luz.svg","feixe de luz.svg","feixe_de_luz","icons/feixe_de_luz.svg","21092","no"
"icons/feixes de luz.svg","feixes de luz.svg","feixes_de_luz","icons/feixes_de_luz.svg","17072","no"
"icons/felaЗфes.svg","felaЗфes.svg","felazfes","icons/felazfes.svg","16240","yes"
"icons/felicidade.svg","felicidade.svg","felicidade","icons/felicidade.svg","12828","no"
"icons/felicidades!.svg","felicidades!.svg","felicidades","icons/felicidades.svg","11144","no"
"icons/feliz aniversаrio.svg","feliz aniversаrio.svg","feliz_aniversario","icons/feliz_aniversario.svg","16840","yes"
"icons/feliz.svg","feliz.svg","feliz","icons/feliz.svg","17860","no"
"icons/fenвmenos atmosfВricos.svg","fenвmenos atmosfВricos.svg","fenvmenos_atmosfvricos","icons/fenvmenos_atmosfvricos.svg","15348","yes"
"icons/ferida.svg","ferida.svg","ferida","icons/ferida.svg","16808","no"
"icons/ferradura.svg","ferradura.svg","ferradura","icons/ferradura.svg","14184","no"
"icons/ferradura_2.svg","ferradura_2.svg","ferradura_2","icons/ferradura_2.svg","13388","no"
"icons/ferramenta.svg","ferramenta.svg","ferramenta","icons/ferramenta.svg","17672","no"
"icons/ferramentas.svg","ferramentas.svg","ferramentas","icons/ferramentas.svg","17460","no"
"icons/ferraria.svg","ferraria.svg","ferraria","icons/ferraria.svg","14652","no"
"icons/ferrarias.svg","ferrarias.svg","ferrarias","icons/ferrarias.svg","14124","no"
"icons/ferreira.svg","ferreira.svg","ferreira","icons/ferreira.svg","20004","no"
"icons/ferreiro.svg","ferreiro.svg","ferreiro","icons/ferreiro.svg","19392","no"
"icons/ferro de engomar.svg","ferro de engomar.svg","ferro_de_engomar","icons/ferro_de_engomar.svg","13780","no"
"icons/ferro para o cabelo.svg","ferro para o cabelo.svg","ferro_para_o_cabelo","icons/ferro_para_o_cabelo.svg","17080","no"
"icons/ferver.svg","ferver.svg","ferver","icons/ferver.svg","21088","no"
"icons/festa.svg","festa.svg","festa","icons/festa.svg","31004","no"
"icons/festa_2.svg","festa_2.svg","festa_2","icons/festa_2.svg","23300","no"
"icons/festejar.svg","festejar.svg","festejar","icons/festejar.svg","23476","no"
"icons/festejar_2.svg","festejar_2.svg","festejar_2","icons/festejar_2.svg","15972","no"
"icons/feto.svg","feto.svg","feto","icons/feto.svg","25212","no"
"icons/feto_2.svg","feto_2.svg","feto_2","icons/feto_2.svg","26488","no"
"icons/fevereiro.svg","fevereiro.svg","fevereiro","icons/fevereiro.svg","24192","no"
"icons/fiambre.svg","fiambre.svg","fiambre","icons/fiambre.svg","25676","no"
"icons/ficar sв.svg","ficar sв.svg","ficar_sv","icons/ficar_sv.svg","8832","yes"
"icons/ficha.svg","ficha.svg","ficha","icons/ficha.svg","17576","no"
"icons/fichas de pвquer.svg","fichas de pвquer.svg","fichas_de_pvquer","icons/fichas_de_pvquer.svg","33860","yes"
"icons/fichas.svg","fichas.svg","fichas","icons/fichas.svg","13000","no"
"icons/ficheiro.svg","ficheiro.svg","ficheiro","icons/ficheiro.svg","15568","no"
"icons/figo.svg","figo.svg","figo","icons/figo.svg","23840","no"
"icons/figueira.svg","figueira.svg","figueira","icons/figueira.svg","22536","no"
"icons/figurinhas.svg","figurinhas.svg","figurinhas","icons/figurinhas.svg","14392","no"
"icons/fila.svg","fila.svg","fila","icons/fila.svg","20068","no"
"icons/filete de peixe panado.svg","filete de peixe panado.svg","filete_de_peixe_panado","icons/filete_de_peixe_panado.svg","24932","no"
"icons/filetes de pescada.svg","filetes de pescada.svg","filetes_de_pescada","icons/filetes_de_pescada.svg","27852","no"
"icons/filha.svg","filha.svg","filha","icons/filha.svg","19096","no"
"icons/filha_2.svg","filha_2.svg","filha_2","icons/filha_2.svg","19684","no"
"icons/filho.svg","filho.svg","filho","icons/filho.svg","18924","no"
"icons/filho_2.svg","filho_2.svg","filho_2","icons/filho_2.svg","19408","no"
"icons/filme.svg","filme.svg","filme","icons/filme.svg","25684","no"
"icons/finalista.svg","finalista.svg","finalista","icons/finalista.svg","20568","no"
"icons/finalista_2.svg","finalista_2.svg","finalista_2","icons/finalista_2.svg","20852","no"
"icons/finalistas.svg","finalistas.svg","finalistas","icons/finalistas.svg","26428","no"
"icons/financiar.svg","financiar.svg","financiar","icons/financiar.svg","19236","no"
"icons/finlГndia.svg","finlГndia.svg","finlgndia","icons/finlgndia.svg","2112","yes"
"icons/fio dental.svg","fio dental.svg","fio_dental","icons/fio_dental.svg","13824","no"
"icons/fio.svg","fio.svg","fio","icons/fio.svg","23844","no"
"icons/fisioterapeuta.svg","fisioterapeuta.svg","fisioterapeuta","icons/fisioterapeuta.svg","12568","no"
"icons/fisioterapeuta_2.svg","fisioterapeuta_2.svg","fisioterapeuta_2","icons/fisioterapeuta_2.svg","6160","no"
"icons/fisioterapeuta_3.svg","fisioterapeuta_3.svg","fisioterapeuta_3","icons/fisioterapeuta_3.svg","10444","no"
"icons/fisioterapia.svg","fisioterapia.svg","fisioterapia","icons/fisioterapia.svg","5564","no"
"icons/fisioterapia_2.svg","fisioterapia_2.svg","fisioterapia_2","icons/fisioterapia_2.svg","18040","no"
"icons/fita cola.svg","fita cola.svg","fita_cola","icons/fita_cola.svg","17116","no"
"icons/fita isoladora.svg","fita isoladora.svg","fita_isoladora","icons/fita_isoladora.svg","16100","no"
"icons/fita.svg","fita.svg","fita","icons/fita.svg","13472","no"
"icons/fitas de natal.svg","fitas de natal.svg","fitas_de_natal","icons/fitas_de_natal.svg","27588","no"
"icons/flamenco.svg","flamenco.svg","flamenco","icons/flamenco.svg","13800","no"
"icons/flamenco_2.svg","flamenco_2.svg","flamenco_2","icons/flamenco_2.svg","23280","no"
"icons/flauta.svg","flauta.svg","flauta","icons/flauta.svg","8216","no"
"icons/flecha.svg","flecha.svg","flecha","icons/flecha.svg","5528","no"
"icons/flexiveis.svg","flexiveis.svg","flexiveis","icons/flexiveis.svg","14024","no"
"icons/flexivel.svg","flexivel.svg","flexivel","icons/flexivel.svg","15720","no"
"icons/flor de lвtus.svg","flor de lвtus.svg","flor_de_lvtus","icons/flor_de_lvtus.svg","26520","yes"
"icons/flor.svg","flor.svg","flor","icons/flor.svg","18512","no"
"icons/flor_2.svg","flor_2.svg","flor_2","icons/flor_2.svg","13396","no"
"icons/flor_3.svg","flor_3.svg","flor_3","icons/flor_3.svg","16972","no"
"icons/flor_4.svg","flor_4.svg","flor_4","icons/flor_4.svg","20908","no"
"icons/floreado.svg","floreado.svg","floreado","icons/floreado.svg","46232","no"
"icons/floreira.svg","floreira.svg","floreira","icons/floreira.svg","19768","no"
"icons/flores de acafr╞o.svg","flores de acafr╞o.svg","flores_de_acafr_o","icons/flores_de_acafr_o.svg","12228","no"
"icons/flores.svg","flores.svg","flores","icons/flores.svg","27248","no"
"icons/florista.svg","florista.svg","florista","icons/florista.svg","27792","no"
"icons/florista_2.svg","florista_2.svg","florista_2","icons/florista_2.svg","25864","no"
"icons/florista_3.svg","florista_3.svg","florista_3","icons/florista_3.svg","13688","no"
"icons/florista_4.svg","florista_4.svg","florista_4","icons/florista_4.svg","14364","no"
"icons/florista_5.svg","florista_5.svg","florista_5","icons/florista_5.svg","28344","no"
"icons/fluorescente.svg","fluorescente.svg","fluorescente","icons/fluorescente.svg","11924","no"
"icons/flutuador de nataЗ╞o.svg","flutuador de nataЗ╞o.svg","flutuador_de_nataz_o","icons/flutuador_de_nataz_o.svg","22328","yes"
"icons/flutuador de nataЗ╞o_2.svg","flutuador de nataЗ╞o_2.svg","flutuador_de_nataz_o_2","icons/flutuador_de_nataz_o_2.svg","15584","yes"
"icons/flutuador.svg","flutuador.svg","flutuador","icons/flutuador.svg","17992","no"
"icons/flutuador_2.svg","flutuador_2.svg","flutuador_2","icons/flutuador_2.svg","14568","no"
"icons/flutuar.svg","flutuar.svg","flutuar","icons/flutuar.svg","17224","no"
"icons/flutuar_2.svg","flutuar_2.svg","flutuar_2","icons/flutuar_2.svg","12764","no"
"icons/flutuar_3.svg","flutuar_3.svg","flutuar_3","icons/flutuar_3.svg","16748","no"
"icons/fmi.svg","fmi.svg","fmi","icons/fmi.svg","6780","no"
"icons/foca.svg","foca.svg","foca","icons/foca.svg","12028","no"
"icons/focinho.svg","focinho.svg","focinho","icons/focinho.svg","9028","no"
"icons/foco.svg","foco.svg","foco","icons/foco.svg","14872","no"
"icons/fogo.svg","fogo.svg","fogo","icons/fogo.svg","18664","no"
"icons/fogos de artifбcio.svg","fogos de artifбcio.svg","fogos_de_artifbcio","icons/fogos_de_artifbcio.svg","18848","yes"
"icons/fogueira.svg","fogueira.svg","fogueira","icons/fogueira.svg","23844","no"
"icons/foguete.svg","foguete.svg","foguete","icons/foguete.svg","15892","no"
"icons/foguete_2.svg","foguete_2.svg","foguete_2","icons/foguete_2.svg","7492","no"
"icons/fog╞o.svg","fog╞o.svg","fog_o","icons/fog_o.svg","14748","no"
"icons/foice.svg","foice.svg","foice","icons/foice.svg","9024","no"
"icons/folha castanha.svg","folha castanha.svg","folha_castanha","icons/folha_castanha.svg","13080","no"
"icons/folha verde.svg","folha verde.svg","folha_verde","icons/folha_verde.svg","13240","no"
"icons/folha.svg","folha.svg","folha","icons/folha.svg","17832","no"
"icons/folha_2.svg","folha_2.svg","folha_2","icons/folha_2.svg","6216","no"
"icons/folhas.svg","folhas.svg","folhas","icons/folhas.svg","7352","no"
"icons/folhas_2.svg","folhas_2.svg","folhas_2","icons/folhas_2.svg","16832","no"
"icons/fondue.svg","fondue.svg","fondue","icons/fondue.svg","20436","no"
"icons/fonte de beber.svg","fonte de beber.svg","fonte_de_beber","icons/fonte_de_beber.svg","12288","no"
"icons/fonte ornamental.svg","fonte ornamental.svg","fonte_ornamental","icons/fonte_ornamental.svg","19252","no"
"icons/fora.svg","fora.svg","fora","icons/fora.svg","6284","no"
"icons/formas.svg","formas.svg","formas","icons/formas.svg","6424","no"
"icons/formaЗ╞o on-line.svg","formaЗ╞o on-line.svg","formaz_o_on_line","icons/formaz_o_on_line.svg","17596","yes"
"icons/formaЗ╞o profissional.svg","formaЗ╞o profissional.svg","formaz_o_profissional","icons/formaz_o_profissional.svg","21812","yes"
"icons/formentera.svg","formentera.svg","formentera","icons/formentera.svg","10492","no"
"icons/formiga.svg","formiga.svg","formiga","icons/formiga.svg","7444","no"
"icons/formulаrio.svg","formulаrio.svg","formulario","icons/formulario.svg","8860","yes"
"icons/form╞o.svg","form╞o.svg","form_o","icons/form_o.svg","10892","no"
"icons/fornear.svg","fornear.svg","fornear","icons/fornear.svg","13040","no"
"icons/forno.svg","forno.svg","forno","icons/forno.svg","10860","no"
"icons/forno_2.svg","forno_2.svg","forno_2","icons/forno_2.svg","11252","no"
"icons/forno_3.svg","forno_3.svg","forno_3","icons/forno_3.svg","13148","no"
"icons/forno_4.svg","forno_4.svg","forno_4","icons/forno_4.svg","11788","no"
"icons/forquilha.svg","forquilha.svg","forquilha","icons/forquilha.svg","13252","no"
"icons/forte.svg","forte.svg","forte","icons/forte.svg","19416","no"
"icons/forte_2.svg","forte_2.svg","forte_2","icons/forte_2.svg","19744","no"
"icons/forte_3.svg","forte_3.svg","forte_3","icons/forte_3.svg","10808","no"
"icons/forЗa.svg","forЗa.svg","forza","icons/forza.svg","23456","yes"
"icons/foto.svg","foto.svg","foto","icons/foto.svg","12424","no"
"icons/fotocopiadora.svg","fotocopiadora.svg","fotocopiadora","icons/fotocopiadora.svg","22448","no"
"icons/fotocopiar.svg","fotocopiar.svg","fotocopiar","icons/fotocopiar.svg","22700","no"
"icons/fotocвpia.svg","fotocвpia.svg","fotocvpia","icons/fotocvpia.svg","25036","yes"
"icons/fotografar.svg","fotografar.svg","fotografar","icons/fotografar.svg","18592","no"
"icons/fotвgrafa.svg","fotвgrafa.svg","fotvgrafa","icons/fotvgrafa.svg","14420","yes"
"icons/fotвgrafo.svg","fotвgrafo.svg","fotvgrafo","icons/fotvgrafo.svg","13332","yes"
"icons/fraco.svg","fraco.svg","fraco","icons/fraco.svg","14680","no"
"icons/fraco_2.svg","fraco_2.svg","fraco_2","icons/fraco_2.svg","17076","no"
"icons/fraco_3.svg","fraco_3.svg","fraco_3","icons/fraco_3.svg","10692","no"
"icons/fracЗфes.svg","fracЗфes.svg","fraczfes","icons/fraczfes.svg","13200","yes"
"icons/fracЗ╞o.svg","fracЗ╞o.svg","fracz_o","icons/fracz_o.svg","5256","yes"
"icons/fralda.svg","fralda.svg","fralda","icons/fralda.svg","12404","no"
"icons/fralda_2.svg","fralda_2.svg","fralda_2","icons/fralda_2.svg","15996","no"
"icons/fraldas.svg","fraldas.svg","fraldas","icons/fraldas.svg","13696","no"
"icons/framboesas.svg","framboesas.svg","framboesas","icons/framboesas.svg","22892","no"
"icons/frango assado.svg","frango assado.svg","frango_assado","icons/frango_assado.svg","15492","no"
"icons/frango assado_2.svg","frango assado_2.svg","frango_assado_2","icons/frango_assado_2.svg","23016","no"
"icons/frango.svg","frango.svg","frango","icons/frango.svg","11572","no"
"icons/frango_2.svg","frango_2.svg","frango_2","icons/frango_2.svg","20424","no"
"icons/frankenstein.svg","frankenstein.svg","frankenstein","icons/frankenstein.svg","12152","no"
"icons/franЗa.svg","franЗa.svg","franza","icons/franza.svg","1500","yes"
"icons/frasco de pepinos em conserva.svg","frasco de pepinos em conserva.svg","frasco_de_pepinos_em_conserva","icons/frasco_de_pepinos_em_conserva.svg","26992","no"
"icons/frasco.svg","frasco.svg","frasco","icons/frasco.svg","15224","no"
"icons/frascos de pepinos em conserva.svg","frascos de pepinos em conserva.svg","frascos_de_pepinos_em_conserva","icons/frascos_de_pepinos_em_conserva.svg","22264","no"
"icons/freio.svg","freio.svg","freio","icons/freio.svg","16972","no"
"icons/freira.svg","freira.svg","freira","icons/freira.svg","11148","no"
"icons/frigorifico.svg","frigorifico.svg","frigorifico","icons/frigorifico.svg","11940","no"
"icons/frigorбfico combinado.svg","frigorбfico combinado.svg","frigorbfico_combinado","icons/frigorbfico_combinado.svg","16044","yes"
"icons/frio.svg","frio.svg","frio","icons/frio.svg","16992","no"
"icons/frio_2.svg","frio_2.svg","frio_2","icons/frio_2.svg","10960","no"
"icons/frisar o cabelo.svg","frisar o cabelo.svg","frisar_o_cabelo","icons/frisar_o_cabelo.svg","21972","no"
"icons/fritar.svg","fritar.svg","fritar","icons/fritar.svg","17880","no"
"icons/fritar_2.svg","fritar_2.svg","fritar_2","icons/fritar_2.svg","17444","no"
"icons/frito.svg","frito.svg","frito","icons/frito.svg","21740","no"
"icons/fruta do conde.svg","fruta do conde.svg","fruta_do_conde","icons/fruta_do_conde.svg","18464","no"
"icons/fruta.svg","fruta.svg","fruta","icons/fruta.svg","22628","no"
"icons/frutaria.svg","frutaria.svg","frutaria","icons/frutaria.svg","23616","no"
"icons/frutaria_2.svg","frutaria_2.svg","frutaria_2","icons/frutaria_2.svg","13844","no"
"icons/fruteiro.svg","fruteiro.svg","fruteiro","icons/fruteiro.svg","15020","no"
"icons/fruteiros.svg","fruteiros.svg","fruteiros","icons/fruteiros.svg","13804","no"
"icons/frutos secos.svg","frutos secos.svg","frutos_secos","icons/frutos_secos.svg","27440","no"
"icons/frаgeis.svg","frаgeis.svg","frageis","icons/frageis.svg","10976","yes"
"icons/frаgil.svg","frаgil.svg","fragil","icons/fragil.svg","11480","yes"
"icons/fuerteventura.svg","fuerteventura.svg","fuerteventura","icons/fuerteventura.svg","13800","no"
"icons/fumar.svg","fumar.svg","fumar","icons/fumar.svg","13492","no"
"icons/fumar_2.svg","fumar_2.svg","fumar_2","icons/fumar_2.svg","9576","no"
"icons/fumigar.svg","fumigar.svg","fumigar","icons/fumigar.svg","20660","no"
"icons/fumo.svg","fumo.svg","fumo","icons/fumo.svg","9732","no"
"icons/funcionаria de uma lavandaria.svg","funcionаria de uma lavandaria.svg","funcionaria_de_uma_lavandaria","icons/funcionaria_de_uma_lavandaria.svg","19068","yes"
"icons/funcionаria de uma perfumaria.svg","funcionаria de uma perfumaria.svg","funcionaria_de_uma_perfumaria","icons/funcionaria_de_uma_perfumaria.svg","23760","yes"
"icons/funcionаria num quiosque.svg","funcionаria num quiosque.svg","funcionaria_num_quiosque","icons/funcionaria_num_quiosque.svg","35428","yes"
"icons/funcionаria numa loja de charcutaria.svg","funcionаria numa loja de charcutaria.svg","funcionaria_numa_loja_de_charcutaria","icons/funcionaria_numa_loja_de_charcutaria.svg","22524","yes"
"icons/funcionаria numa loja de ferragens.svg","funcionаria numa loja de ferragens.svg","funcionaria_numa_loja_de_ferragens","icons/funcionaria_numa_loja_de_ferragens.svg","29356","yes"
"icons/funcionаria numa loja de frutas.svg","funcionаria numa loja de frutas.svg","funcionaria_numa_loja_de_frutas","icons/funcionaria_numa_loja_de_frutas.svg","29784","yes"
"icons/funcionаria numa loja de gelados.svg","funcionаria numa loja de gelados.svg","funcionaria_numa_loja_de_gelados","icons/funcionaria_numa_loja_de_gelados.svg","23200","yes"
"icons/funcionаria numa loja de venda de frangos.svg","funcionаria numa loja de venda de frangos.svg","funcionaria_numa_loja_de_venda_de_frangos","icons/funcionaria_numa_loja_de_venda_de_frangos.svg","24724","yes"
"icons/funcionаrias de uma perfumaria.svg","funcionаrias de uma perfumaria.svg","funcionarias_de_uma_perfumaria","icons/funcionarias_de_uma_perfumaria.svg","19968","yes"
"icons/funcionаrio das prisфes.svg","funcionаrio das prisфes.svg","funcionario_das_prisfes","icons/funcionario_das_prisfes.svg","25144","yes"
"icons/funcionаrio de loja onde vendem frangos.svg","funcionаrio de loja onde vendem frangos.svg","funcionario_de_loja_onde_vendem_frangos","icons/funcionario_de_loja_onde_vendem_frangos.svg","25796","yes"
"icons/funcionаrio de loja onde vendem frangos_2.svg","funcionаrio de loja onde vendem frangos_2.svg","funcionario_de_loja_onde_vendem_frangos_2","icons/funcionario_de_loja_onde_vendem_frangos_2.svg","11764","yes"
"icons/funcionаrio de um quiosque.svg","funcionаrio de um quiosque.svg","funcionario_de_um_quiosque","icons/funcionario_de_um_quiosque.svg","34292","yes"
"icons/funcionаrio de um quiosque_2.svg","funcionаrio de um quiosque_2.svg","funcionario_de_um_quiosque_2","icons/funcionario_de_um_quiosque_2.svg","12540","yes"
"icons/funcionаrio de uma charcutaria.svg","funcionаrio de uma charcutaria.svg","funcionario_de_uma_charcutaria","icons/funcionario_de_uma_charcutaria.svg","22264","yes"
"icons/funcionаrio de uma charcutaria_2.svg","funcionаrio de uma charcutaria_2.svg","funcionario_de_uma_charcutaria_2","icons/funcionario_de_uma_charcutaria_2.svg","12032","yes"
"icons/funcionаrio de uma frutaria.svg","funcionаrio de uma frutaria.svg","funcionario_de_uma_frutaria","icons/funcionario_de_uma_frutaria.svg","12552","yes"
"icons/funcionаrio de uma frutaria_2.svg","funcionаrio de uma frutaria_2.svg","funcionario_de_uma_frutaria_2","icons/funcionario_de_uma_frutaria_2.svg","29200","yes"
"icons/funcionаrio de uma gelataria.svg","funcionаrio de uma gelataria.svg","funcionario_de_uma_gelataria","icons/funcionario_de_uma_gelataria.svg","22776","yes"
"icons/funcionаrio de uma loja de ferragens.svg","funcionаrio de uma loja de ferragens.svg","funcionario_de_uma_loja_de_ferragens","icons/funcionario_de_uma_loja_de_ferragens.svg","29184","yes"
"icons/funcionаrio de uma loja de ferragens_2.svg","funcionаrio de uma loja de ferragens_2.svg","funcionario_de_uma_loja_de_ferragens_2","icons/funcionario_de_uma_loja_de_ferragens_2.svg","14780","yes"
"icons/funcionаrio de uma perfumaria.svg","funcionаrio de uma perfumaria.svg","funcionario_de_uma_perfumaria","icons/funcionario_de_uma_perfumaria.svg","22100","yes"
"icons/funcionаrio de uma retrosaria.svg","funcionаrio de uma retrosaria.svg","funcionario_de_uma_retrosaria","icons/funcionario_de_uma_retrosaria.svg","28840","yes"
"icons/funcionаrio de uma retrosaria_2.svg","funcionаrio de uma retrosaria_2.svg","funcionario_de_uma_retrosaria_2","icons/funcionario_de_uma_retrosaria_2.svg","14480","yes"
"icons/funcionаrio.svg","funcionаrio.svg","funcionario","icons/funcionario.svg","26908","yes"
"icons/funcionаrios de uma perfumaria.svg","funcionаrios de uma perfumaria.svg","funcionarios_de_uma_perfumaria","icons/funcionarios_de_uma_perfumaria.svg","18624","yes"
"icons/funil.svg","funil.svg","funil","icons/funil.svg","10452","no"
"icons/furac╞o.svg","furac╞o.svg","furac_o","icons/furac_o.svg","24292","no"
"icons/furar com punЗ╞o.svg","furar com punЗ╞o.svg","furar_com_punz_o","icons/furar_com_punz_o.svg","13760","yes"
"icons/furar.svg","furar.svg","furar","icons/furar.svg","13936","no"
"icons/furgonetas.svg","furgonetas.svg","furgonetas","icons/furgonetas.svg","10956","no"
"icons/futebolista.svg","futebolista.svg","futebolista","icons/futebolista.svg","14060","no"
"icons/futebolista_2.svg","futebolista_2.svg","futebolista_2","icons/futebolista_2.svg","14180","no"
"icons/futuro.svg","futuro.svg","futuro","icons/futuro.svg","18460","no"
"icons/fВmur.svg","fВmur.svg","fvmur","icons/fvmur.svg","11952","yes"
"icons/fВmures.svg","fВmures.svg","fvmures","icons/fvmures.svg","10696","yes"
"icons/fВrias.svg","fВrias.svg","fvrias","icons/fvrias.svg","22324","yes"
"icons/fИmea.svg","fИmea.svg","fimea","icons/fimea.svg","5396","yes"
"icons/fаbrica.svg","fаbrica.svg","fabrica","icons/fabrica.svg","14968","yes"
"icons/fаcil.svg","fаcil.svg","facil","icons/facil.svg","12320","yes"
"icons/fбgado.svg","fбgado.svg","fbgado","icons/fbgado.svg","13796","yes"
"icons/fбgado_2.svg","fбgado_2.svg","fbgado_2","icons/fbgado_2.svg","12136","yes"
"icons/fвsforo.svg","fвsforo.svg","fvsforo","icons/fvsforo.svg","21524","yes"
"icons/fвsforo_2.svg","fвsforo_2.svg","fvsforo_2","icons/fvsforo_2.svg","5480","yes"
"icons/fвsforo_3.svg","fвsforo_3.svg","fvsforo_3","icons/fvsforo_3.svg","6596","yes"
"icons/g.svg","g.svg","g","icons/g.svg","5484","no"
"icons/g_2.svg","g_2.svg","g_2","icons/g_2.svg","5884","no"
"icons/gabardina.svg","gabardina.svg","gabardina","icons/gabardina.svg","10008","no"
"icons/gabinete dos representantes dos alunos.svg","gabinete dos representantes dos alunos.svg","gabinete_dos_representantes_dos_alunos","icons/gabinete_dos_representantes_dos_alunos.svg","26388","no"
"icons/gaita tбpica de arag╞o.svg","gaita tбpica de arag╞o.svg","gaita_tbpica_de_arag_o","icons/gaita_tbpica_de_arag_o.svg","11276","yes"
"icons/gaivota.svg","gaivota.svg","gaivota","icons/gaivota.svg","10404","no"
"icons/galheteiro.svg","galheteiro.svg","galheteiro","icons/galheteiro.svg","14124","no"
"icons/galheteiros.svg","galheteiros.svg","galheteiros","icons/galheteiros.svg","12428","no"
"icons/galinha.svg","galinha.svg","galinha","icons/galinha.svg","10464","no"
"icons/galiza.svg","galiza.svg","galiza","icons/galiza.svg","8224","no"
"icons/galiza_2.svg","galiza_2.svg","galiza_2","icons/galiza_2.svg","16720","no"
"icons/galo.svg","galo.svg","galo","icons/galo.svg","22332","no"
"icons/galo_2.svg","galo_2.svg","galo_2","icons/galo_2.svg","14836","no"
"icons/galo_3.svg","galo_3.svg","galo_3","icons/galo_3.svg","16948","no"
"icons/gamba.svg","gamba.svg","gamba","icons/gamba.svg","13884","no"
"icons/gambas.svg","gambas.svg","gambas","icons/gambas.svg","13456","no"
"icons/gambas_2.svg","gambas_2.svg","gambas_2","icons/gambas_2.svg","19944","no"
"icons/ganhar.svg","ganhar.svg","ganhar","icons/ganhar.svg","15408","no"
"icons/ganhar_2.svg","ganhar_2.svg","ganhar_2","icons/ganhar_2.svg","6324","no"
"icons/ganho de pilhagens.svg","ganho de pilhagens.svg","ganho_de_pilhagens","icons/ganho_de_pilhagens.svg","18816","no"
"icons/ganho de uma pilhagem.svg","ganho de uma pilhagem.svg","ganho_de_uma_pilhagem","icons/ganho_de_uma_pilhagem.svg","22096","no"
"icons/ganso.svg","ganso.svg","ganso","icons/ganso.svg","10628","no"
"icons/garafas de oxigВnios.svg","garafas de oxigВnios.svg","garafas_de_oxigvnios","icons/garafas_de_oxigvnios.svg","13700","yes"
