current_path,current_filename,normalized,suggested_path,size,suspicious
"icons/barbeiros.svg","barbeiros.svg","barbeiros","icons/barbeiros.svg","10968","no"
"icons/barbie.svg","barbie.svg","barbie","icons/barbie.svg","10956","no"
"icons/barbies.svg","barbies.svg","barbies","icons/barbies.svg","9624","no"
"icons/barbo.svg","barbo.svg","barbo","icons/barbo.svg","9276","no"
"icons/barbos.svg","barbos.svg","barbos","icons/barbos.svg","8340","no"
"icons/barcelona.svg","barcelona.svg","barcelona","icons/barcelona.svg","15632","no"
"icons/barcelona_2.svg","barcelona_2.svg","barcelona_2","icons/barcelona_2.svg","11824","no"
"icons/barco a remos.svg","barco a remos.svg","barco_a_remos","icons/barco_a_remos.svg","10820","no"
"icons/barco pirata.svg","barco pirata.svg","barco_pirata","icons/barco_pirata.svg","28188","no"
"icons/barco.svg","barco.svg","barco","icons/barco.svg","16768","no"
"icons/barco_2.svg","barco_2.svg","barco_2","icons/barco_2.svg","9256","no"
"icons/barcos pirata.svg","barcos pirata.svg","barcos_pirata","icons/barcos_pirata.svg","23028","no"
"icons/barcos.svg","barcos.svg","barcos","icons/barcos.svg","9536","no"
"icons/barcos_2.svg","barcos_2.svg","barcos_2","icons/barcos_2.svg","14668","no"
"icons/barcos_3.svg","barcos_3.svg","barcos_3","icons/barcos_3.svg","8808","no"
"icons/bares.svg","bares.svg","bares","icons/bares.svg","25628","no"
"icons/bares_2.svg","bares_2.svg","bares_2","icons/bares_2.svg","16472","no"
"icons/bares_3.svg","bares_3.svg","bares_3","icons/bares_3.svg","15808","no"
"icons/barraca.svg","barraca.svg","barraca","icons/barraca.svg","18912","no"
"icons/barragem.svg","barragem.svg","barragem","icons/barragem.svg","14012","no"
"icons/barraquinha.svg","barraquinha.svg","barraquinha","icons/barraquinha.svg","18852","no"
"icons/barras flutuantes.svg","barras flutuantes.svg","barras_flutuantes","icons/barras_flutuantes.svg","19032","no"
"icons/barreiras.svg","barreiras.svg","barreiras","icons/barreiras.svg","21620","no"
"icons/barril.svg","barril.svg","barril","icons/barril.svg","18392","no"
"icons/barris.svg","barris.svg","barris","icons/barris.svg","15748","no"
"icons/barris_2.svg","barris_2.svg","barris_2","icons/barris_2.svg","12064","no"
"icons/basquetebol adaptado.svg","basquetebol adaptado.svg","basquetebol_adaptado","icons/basquetebol_adaptado.svg","14820","no"
"icons/bastidor.svg","bastidor.svg","bastidor","icons/bastidor.svg","19172","no"
"icons/bastidores.svg","bastidores.svg","bastidores","icons/bastidores.svg","15860","no"
"icons/bastфes.svg","bastфes.svg","bastfes","icons/bastfes.svg","6036","yes"
"icons/bastфes_2.svg","bastфes_2.svg","bastfes_2","icons/bastfes_2.svg","6440","yes"
"icons/bast╞o de basebol.svg","bast╞o de basebol.svg","bast_o_de_basebol","icons/bast_o_de_basebol.svg","6792","no"
"icons/bast╞o.svg","bast╞o.svg","bast_o","icons/bast_o.svg","10680","no"
"icons/basбlica do pilar.svg","basбlica do pilar.svg","basblica_do_pilar","icons/basblica_do_pilar.svg","18932","yes"
"icons/bata.svg","bata.svg","bata","icons/bata.svg","12592","no"
"icons/batas.svg","batas.svg","batas","icons/batas.svg","11672","no"
"icons/batas_2.svg","batas_2.svg","batas_2","icons/batas_2.svg","9788","no"
"icons/batata.svg","batata.svg","batata","icons/batata.svg","7996","no"
"icons/batatas fritas.svg","batatas fritas.svg","batatas_fritas","icons/batatas_fritas.svg","17584","no"
"icons/batatas fritas_2.svg","batatas fritas_2.svg","batatas_fritas_2","icons/batatas_fritas_2.svg","21192","no"
"icons/batedeira.svg","batedeira.svg","batedeira","icons/batedeira.svg","13832","no"
"icons/batedeira_2.svg","batedeira_2.svg","batedeira_2","icons/batedeira_2.svg","10424","no"
"icons/batedeira_3.svg","batedeira_3.svg","batedeira_3","icons/batedeira_3.svg","13632","no"
"icons/batedeira_4.svg","batedeira_4.svg","batedeira_4","icons/batedeira_4.svg","16268","no"
"icons/batedeiras.svg","batedeiras.svg","batedeiras","icons/batedeiras.svg","12208","no"
"icons/batedeiras_2.svg","batedeiras_2.svg","batedeiras_2","icons/batedeiras_2.svg","9340","no"
"icons/batedeiras_3.svg","batedeiras_3.svg","batedeiras_3","icons/batedeiras_3.svg","12084","no"
"icons/bater com a raquete.svg","bater com a raquete.svg","bater_com_a_raquete","icons/bater_com_a_raquete.svg","13944","no"
"icons/bater com a raquete_2.svg","bater com a raquete_2.svg","bater_com_a_raquete_2","icons/bater_com_a_raquete_2.svg","9860","no"
"icons/bater palmas nos joelhos.svg","bater palmas nos joelhos.svg","bater_palmas_nos_joelhos","icons/bater_palmas_nos_joelhos.svg","16836","no"
"icons/bater Е porta.svg","bater Е porta.svg","bater_e_porta","icons/bater_e_porta.svg","15844","yes"
"icons/bater.svg","bater.svg","bater","icons/bater.svg","26240","no"
"icons/bater_2.svg","bater_2.svg","bater_2","icons/bater_2.svg","17932","no"
"icons/bater_3.svg","bater_3.svg","bater_3","icons/bater_3.svg","20432","no"
"icons/bater_4.svg","bater_4.svg","bater_4","icons/bater_4.svg","12092","no"
"icons/bater_5.svg","bater_5.svg","bater_5","icons/bater_5.svg","19060","no"
"icons/bater_6.svg","bater_6.svg","bater_6","icons/bater_6.svg","24040","no"
"icons/bater_7.svg","bater_7.svg","bater_7","icons/bater_7.svg","11460","no"
"icons/bateria.svg","bateria.svg","bateria","icons/bateria.svg","19480","no"
"icons/bateria_2.svg","bateria_2.svg","bateria_2","icons/bateria_2.svg","23548","no"
"icons/bateria_3.svg","bateria_3.svg","bateria_3","icons/bateria_3.svg","16848","no"
"icons/baterias.svg","baterias.svg","baterias","icons/baterias.svg","16592","no"
"icons/bateristas.svg","bateristas.svg","bateristas","icons/bateristas.svg","20296","no"
"icons/bateristas_2.svg","bateristas_2.svg","bateristas_2","icons/bateristas_2.svg","16052","no"
"icons/batido.svg","batido.svg","batido","icons/batido.svg","12500","no"
"icons/batidos.svg","batidos.svg","batidos","icons/batidos.svg","11100","no"
"icons/batman.svg","batman.svg","batman","icons/batman.svg","10752","no"
"icons/batons.svg","batons.svg","batons","icons/batons.svg","5668","no"
"icons/batвn.svg","batвn.svg","batvn","icons/batvn.svg","5756","yes"
"icons/baбa.svg","baбa.svg","baba","icons/baba.svg","16508","yes"
"icons/beber.svg","beber.svg","beber","icons/beber.svg","12964","no"
"icons/beber_2.svg","beber_2.svg","beber_2","icons/beber_2.svg","9372","no"
"icons/bebida.svg","bebida.svg","bebida","icons/bebida.svg","18640","no"
"icons/bebВ.svg","bebВ.svg","bebv","icons/bebv.svg","10384","yes"
"icons/bebВ_2.svg","bebВ_2.svg","bebv_2","icons/bebv_2.svg","9688","yes"
"icons/bebВs.svg","bebВs.svg","bebvs","icons/bebvs.svg","9364","yes"
"icons/bebВs_2.svg","bebВs_2.svg","bebvs_2","icons/bebvs_2.svg","8712","yes"
"icons/bege.svg","bege.svg","bege","icons/bege.svg","6356","no"
"icons/beijar.svg","beijar.svg","beijar","icons/beijar.svg","25364","no"
"icons/beijar_2.svg","beijar_2.svg","beijar_2","icons/beijar_2.svg","10772","no"
"icons/beijar_3.svg","beijar_3.svg","beijar_3","icons/beijar_3.svg","27912","no"
"icons/beijar_4.svg","beijar_4.svg","beijar_4","icons/beijar_4.svg","30220","no"
"icons/beijar_5.svg","beijar_5.svg","beijar_5","icons/beijar_5.svg","12188","no"
"icons/beijar_6.svg","beijar_6.svg","beijar_6","icons/beijar_6.svg","11440","no"
"icons/beijar_7.svg","beijar_7.svg","beijar_7","icons/beijar_7.svg","22804","no"
"icons/beijar_8.svg","beijar_8.svg","beijar_8","icons/beijar_8.svg","20984","no"
"icons/beijar_9.svg","beijar_9.svg","beijar_9","icons/beijar_9.svg","23184","no"
"icons/belchior.svg","belchior.svg","belchior","icons/belchior.svg","15208","no"
"icons/beliches.svg","beliches.svg","beliches","icons/beliches.svg","21052","no"
"icons/beliscar.svg","beliscar.svg","beliscar","icons/beliscar.svg","25144","no"
"icons/beliscar_2.svg","beliscar_2.svg","beliscar_2","icons/beliscar_2.svg","12664","no"
"icons/bem-vindo.svg","bem-vindo.svg","bem_vindo","icons/bem_vindo.svg","11008","no"
"icons/bem.svg","bem.svg","bem","icons/bem.svg","10328","no"
"icons/bengala.svg","bengala.svg","bengala","icons/bengala.svg","6492","no"
"icons/bengala_2.svg","bengala_2.svg","bengala_2","icons/bengala_2.svg","11384","no"
"icons/bengalas.svg","bengalas.svg","bengalas","icons/bengalas.svg","10332","no"
"icons/benЗ╞os.svg","benЗ╞os.svg","benz_os","icons/benz_os.svg","21100","yes"
"icons/berbequim.svg","berbequim.svg","berbequim","icons/berbequim.svg","16120","no"
"icons/berbequim_2.svg","berbequim_2.svg","berbequim_2","icons/berbequim_2.svg","14880","no"
"icons/berbequins.svg","berbequins.svg","berbequins","icons/berbequins.svg","13920","no"
"icons/beringela.svg","beringela.svg","beringela","icons/beringela.svg","10472","no"
"icons/beringelas.svg","beringelas.svg","beringelas","icons/beringelas.svg","9580","no"
"icons/berlindes.svg","berlindes.svg","berlindes","icons/berlindes.svg","19616","no"
"icons/berЗo.svg","berЗo.svg","berzo","icons/berzo.svg","21216","yes"
"icons/betoneira.svg","betoneira.svg","betoneira","icons/betoneira.svg","15084","no"
"icons/betoneira_2.svg","betoneira_2.svg","betoneira_2","icons/betoneira_2.svg","23944","no"
"icons/betoneiras.svg","betoneiras.svg","betoneiras","icons/betoneiras.svg","13052","no"
"icons/bexiga.svg","bexiga.svg","bexiga","icons/bexiga.svg","11992","no"
"icons/biberфes.svg","biberфes.svg","biberfes","icons/biberfes.svg","6324","yes"
"icons/biber╞o.svg","biber╞o.svg","biber_o","icons/biber_o.svg","6504","no"
"icons/biblia.svg","biblia.svg","biblia","icons/biblia.svg","23516","no"
"icons/biblia_2.svg","biblia_2.svg","biblia_2","icons/biblia_2.svg","11340","no"
"icons/biblias adaptadas.svg","biblias adaptadas.svg","biblias_adaptadas","icons/biblias_adaptadas.svg","29128","no"
"icons/biblias adaptadas_2.svg","biblias adaptadas_2.svg","biblias_adaptadas_2","icons/biblias_adaptadas_2.svg","22336","no"
"icons/biblias.svg","biblias.svg","biblias","icons/biblias.svg","19124","no"
"icons/biblias_2.svg","biblias_2.svg","biblias_2","icons/biblias_2.svg","10424","no"
"icons/biblioteca adaptada.svg","biblioteca adaptada.svg","biblioteca_adaptada","icons/biblioteca_adaptada.svg","18352","no"
"icons/biblioteca adaptada_2.svg","biblioteca adaptada_2.svg","biblioteca_adaptada_2","icons/biblioteca_adaptada_2.svg","36440","no"
"icons/biblioteca.svg","biblioteca.svg","biblioteca","icons/biblioteca.svg","20108","no"
"icons/biblioteca_2.svg","biblioteca_2.svg","biblioteca_2","icons/biblioteca_2.svg","6240","no"
"icons/biblioteca_3.svg","biblioteca_3.svg","biblioteca_3","icons/biblioteca_3.svg","10656","no"
"icons/bibliotecas.svg","bibliotecas.svg","bibliotecas","icons/bibliotecas.svg","5992","no"
"icons/bibliotecas_2.svg","bibliotecas_2.svg","bibliotecas_2","icons/bibliotecas_2.svg","9672","no"
"icons/bibliotecas_3.svg","bibliotecas_3.svg","bibliotecas_3","icons/bibliotecas_3.svg","17960","no"
"icons/bicho da seda.svg","bicho da seda.svg","bicho_da_seda","icons/bicho_da_seda.svg","13888","no"
"icons/bichos da seda.svg","bichos da seda.svg","bichos_da_seda","icons/bichos_da_seda.svg","12884","no"
"icons/bicicleta.svg","bicicleta.svg","bicicleta","icons/bicicleta.svg","17932","no"
"icons/bicicleta_2.svg","bicicleta_2.svg","bicicleta_2","icons/bicicleta_2.svg","12756","no"
"icons/bicicletas.svg","bicicletas.svg","bicicletas","icons/bicicletas.svg","15092","no"
"icons/bicicletas_2.svg","bicicletas_2.svg","bicicletas_2","icons/bicicletas_2.svg","11336","no"
"icons/bico.svg","bico.svg","bico","icons/bico.svg","10336","no"
"icons/bidВ.svg","bidВ.svg","bidv","icons/bidv.svg","14772","yes"
"icons/bidВs.svg","bidВs.svg","bidvs","icons/bidvs.svg","12908","yes"
"icons/big ben.svg","big ben.svg","big_ben","icons/big_ben.svg","17596","no"
"icons/bigode.svg","bigode.svg","bigode","icons/bigode.svg","11572","no"
"icons/bigodes.svg","bigodes.svg","bigodes","icons/bigodes.svg","10284","no"
"icons/bigorna.svg","bigorna.svg","bigorna","icons/bigorna.svg","10960","no"
"icons/bilhar.svg","bilhar.svg","bilhar","icons/bilhar.svg","8436","no"
"icons/bilhete de identidade.svg","bilhete de identidade.svg","bilhete_de_identidade","icons/bilhete_de_identidade.svg","18668","no"
"icons/bilhete.svg","bilhete.svg","bilhete","icons/bilhete.svg","17180","no"
"icons/bilheteira.svg","bilheteira.svg","bilheteira","icons/bilheteira.svg","16000","no"
"icons/bilheteiro.svg","bilheteiro.svg","bilheteiro","icons/bilheteiro.svg","19504","no"
"icons/bingo.svg","bingo.svg","bingo","icons/bingo.svg","21480","no"
"icons/binвculos.svg","binвculos.svg","binvculos","icons/binvculos.svg","15952","yes"
"icons/biografia.svg","biografia.svg","biografia","icons/biografia.svg","7972","no"
"icons/biosfera.svg","biosfera.svg","biosfera","icons/biosfera.svg","27452","no"
"icons/bipedestre.svg","bipedestre.svg","bipedestre","icons/bipedestre.svg","14828","no"
"icons/bipedestre_2.svg","bipedestre_2.svg","bipedestre_2","icons/bipedestre_2.svg","5820","no"
"icons/biquini.svg","biquini.svg","biquini","icons/biquini.svg","9312","no"
"icons/biquinis.svg","biquinis.svg","biquinis","icons/biquinis.svg","8596","no"
"icons/biscoito.svg","biscoito.svg","biscoito","icons/biscoito.svg","12044","no"
"icons/biscoitos.svg","biscoitos.svg","biscoitos","icons/biscoitos.svg","20328","no"
"icons/biscoitos_2.svg","biscoitos_2.svg","biscoitos_2","icons/biscoitos_2.svg","10292","no"
"icons/biscoitos_3.svg","biscoitos_3.svg","biscoitos_3","icons/biscoitos_3.svg","14180","no"
"icons/bisonte.svg","bisonte.svg","bisonte","icons/bisonte.svg","12728","no"
"icons/bisontes.svg","bisontes.svg","bisontes","icons/bisontes.svg","11284","no"
"icons/bispo.svg","bispo.svg","bispo","icons/bispo.svg","13824","no"
"icons/bispos.svg","bispos.svg","bispos","icons/bispos.svg","11400","no"
"icons/bissexual.svg","bissexual.svg","bissexual","icons/bissexual.svg","22096","no"
"icons/bissexual_2.svg","bissexual_2.svg","bissexual_2","icons/bissexual_2.svg","17192","no"
"icons/bissexual_3.svg","bissexual_3.svg","bissexual_3","icons/bissexual_3.svg","22076","no"
"icons/bissexual_4.svg","bissexual_4.svg","bissexual_4","icons/bissexual_4.svg","16884","no"
"icons/bisturi.svg","bisturi.svg","bisturi","icons/bisturi.svg","17260","no"
"icons/bisturis.svg","bisturis.svg","bisturis","icons/bisturis.svg","15748","no"
"icons/blaser.svg","blaser.svg","blaser","icons/blaser.svg","17644","no"
"icons/blaser_2.svg","blaser_2.svg","blaser_2","icons/blaser_2.svg","15480","no"
"icons/blazers.svg","blazers.svg","blazers","icons/blazers.svg","17228","no"
"icons/blocos psicomotricidade.svg","blocos psicomotricidade.svg","blocos_psicomotricidade","icons/blocos_psicomotricidade.svg","17972","no"
"icons/blocos.svg","blocos.svg","blocos","icons/blocos.svg","22052","no"
"icons/blog.svg","blog.svg","blog","icons/blog.svg","19588","no"
"icons/blogs.svg","blogs.svg","blogs","icons/blogs.svg","17912","no"
"icons/blusa.svg","blusa.svg","blusa","icons/blusa.svg","13784","no"
"icons/blusa_2.svg","blusa_2.svg","blusa_2","icons/blusa_2.svg","25652","no"
"icons/blusas.svg","blusas.svg","blusas","icons/blusas.svg","12232","no"
"icons/blush.svg","blush.svg","blush","icons/blush.svg","24132","no"
"icons/blushes.svg","blushes.svg","blushes","icons/blushes.svg","20024","no"
"icons/boa noite.svg","boa noite.svg","boa_noite","icons/boa_noite.svg","8008","no"
"icons/boa tarde.svg","boa tarde.svg","boa_tarde","icons/boa_tarde.svg","6956","no"
"icons/boa.svg","boa.svg","boa","icons/boa.svg","15816","no"
"icons/boas.svg","boas.svg","boas","icons/boas.svg","13992","no"
"icons/bobo da corte.svg","bobo da corte.svg","bobo_da_corte","icons/bobo_da_corte.svg","18580","no"
"icons/bobo da corte_2.svg","bobo da corte_2.svg","bobo_da_corte_2","icons/bobo_da_corte_2.svg","15372","no"
"icons/boca de esgoto.svg","boca de esgoto.svg","boca_de_esgoto","icons/boca_de_esgoto.svg","19004","no"
"icons/boca de esgoto_2.svg","boca de esgoto_2.svg","boca_de_esgoto_2","icons/boca_de_esgoto_2.svg","14876","no"
"icons/boca.svg","boca.svg","boca","icons/boca.svg","19644","no"
"icons/bocas de esgotos.svg","bocas de esgotos.svg","bocas_de_esgotos","icons/bocas_de_esgotos.svg","15576","no"
"icons/bocas de esgotos_2.svg","bocas de esgotos_2.svg","bocas_de_esgotos_2","icons/bocas_de_esgotos_2.svg","18744","no"
"icons/bocas.svg","bocas.svg","bocas","icons/bocas.svg","17008","no"
"icons/boccia.svg","boccia.svg","boccia","icons/boccia.svg","25332","no"
"icons/boccia_2.svg","boccia_2.svg","boccia_2","icons/boccia_2.svg","10960","no"
"icons/bocejar.svg","bocejar.svg","bocejar","icons/bocejar.svg","13372","no"
"icons/bocejar_2.svg","bocejar_2.svg","bocejar_2","icons/bocejar_2.svg","10144","no"
"icons/bocejar_3.svg","bocejar_3.svg","bocejar_3","icons/bocejar_3.svg","12472","no"
"icons/bochecha.svg","bochecha.svg","bochecha","icons/bochecha.svg","9196","no"
"icons/bofetada.svg","bofetada.svg","bofetada","icons/bofetada.svg","23164","no"
"icons/bofetada_2.svg","bofetada_2.svg","bofetada_2","icons/bofetada_2.svg","11248","no"
"icons/bofetadas.svg","bofetadas.svg","bofetadas","icons/bofetadas.svg","19656","no"
"icons/bofetadas_2.svg","bofetadas_2.svg","bofetadas_2","icons/bofetadas_2.svg","12476","no"
"icons/bofetadas_3.svg","bofetadas_3.svg","bofetadas_3","icons/bofetadas_3.svg","12832","no"
"icons/boi.svg","boi.svg","boi","icons/boi.svg","15052","no"
"icons/bois.svg","bois.svg","bois","icons/bois.svg","12868","no"
"icons/boi╞o.svg","boi╞o.svg","boi_o","icons/boi_o.svg","15624","no"
"icons/bola de basebol.svg","bola de basebol.svg","bola_de_basebol","icons/bola_de_basebol.svg","13748","no"
"icons/bola de basquetebol.svg","bola de basquetebol.svg","bola_de_basquetebol","icons/bola_de_basquetebol.svg","15892","no"
"icons/bola de bilhar.svg","bola de bilhar.svg","bola_de_bilhar","icons/bola_de_bilhar.svg","14608","no"
"icons/bola de futebol.svg","bola de futebol.svg","bola_de_futebol","icons/bola_de_futebol.svg","8372","no"
"icons/bola de natal.svg","bola de natal.svg","bola_de_natal","icons/bola_de_natal.svg","12956","no"
"icons/bola de rugby.svg","bola de rugby.svg","bola_de_rugby","icons/bola_de_rugby.svg","14736","no"
"icons/bola de tВnis.svg","bola de tВnis.svg","bola_de_tvnis","icons/bola_de_tvnis.svg","13260","yes"
"icons/bola terapИutica.svg","bola terapИutica.svg","bola_terapiutica","icons/bola_terapiutica.svg","13560","yes"
"icons/bola.svg","bola.svg","bola","icons/bola.svg","10764","no"
"icons/bolacha de chocolate.svg","bolacha de chocolate.svg","bolacha_de_chocolate","icons/bolacha_de_chocolate.svg","23916","no"
"icons/bolacha tбpica da cantabria.svg","bolacha tбpica da cantabria.svg","bolacha_tbpica_da_cantabria","icons/bolacha_tbpica_da_cantabria.svg","13520","yes"
"icons/bolacha.svg","bolacha.svg","bolacha","icons/bolacha.svg","18360","no"
"icons/bolachas de chocolate.svg","bolachas de chocolate.svg","bolachas_de_chocolate","icons/bolachas_de_chocolate.svg","23916","no"
"icons/bolachas tбpicas da cantabria.svg","bolachas tбpicas da cantabria.svg","bolachas_tbpicas_da_cantabria","icons/bolachas_tbpicas_da_cantabria.svg","18928","yes"
"icons/bolachas.svg","bolachas.svg","bolachas","icons/bolachas.svg","17240","no"
"icons/bolachas_2.svg","bolachas_2.svg","bolachas_2","icons/bolachas_2.svg","21792","no"
"icons/bolas da аrvore de natal.svg","bolas da аrvore de natal.svg","bolas_da_arvore_de_natal","icons/bolas_da_arvore_de_natal.svg","15104","yes"
"icons/bolas de bilhar.svg","bolas de bilhar.svg","bolas_de_bilhar","icons/bolas_de_bilhar.svg","12868","no"
"icons/bolas terapИuticas.svg","bolas terapИuticas.svg","bolas_terapiuticas","icons/bolas_terapiuticas.svg","12952","yes"
"icons/bolas.svg","bolas.svg","bolas","icons/bolas.svg","13988","no"
"icons/bolas_2.svg","bolas_2.svg","bolas_2","icons/bolas_2.svg","7960","no"
"icons/bolas_3.svg","bolas_3.svg","bolas_3","icons/bolas_3.svg","13116","no"
"icons/bolas_4.svg","bolas_4.svg","bolas_4","icons/bolas_4.svg","10984","no"
"icons/boletim de voto.svg","boletim de voto.svg","boletim_de_voto","icons/boletim_de_voto.svg","13832","no"
"icons/bolha.svg","bolha.svg","bolha","icons/bolha.svg","11164","no"
"icons/bolhas.svg","bolhas.svg","bolhas","icons/bolhas.svg","15560","no"
"icons/bolhas_2.svg","bolhas_2.svg","bolhas_2","icons/bolhas_2.svg","9828","no"
"icons/bolo tбpico de mallorca.svg","bolo tбpico de mallorca.svg","bolo_tbpico_de_mallorca","icons/bolo_tbpico_de_mallorca.svg","27984","yes"
"icons/bolo tбpico do dia de san valero.svg","bolo tбpico do dia de san valero.svg","bolo_tbpico_do_dia_de_san_valero","icons/bolo_tbpico_do_dia_de_san_valero.svg","25324","yes"
"icons/bolo tбpico.svg","bolo tбpico.svg","bolo_tbpico","icons/bolo_tbpico.svg","32164","yes"
"icons/bolo tбpico_2.svg","bolo tбpico_2.svg","bolo_tbpico_2","icons/bolo_tbpico_2.svg","27780","yes"
"icons/bolo.svg","bolo.svg","bolo","icons/bolo.svg","16320","no"
"icons/bolos.svg","bolos.svg","bolos","icons/bolos.svg","7580","no"
"icons/bolota.svg","bolota.svg","bolota","icons/bolota.svg","13164","no"
"icons/bolotas.svg","bolotas.svg","bolotas","icons/bolotas.svg","11888","no"
"icons/bolsa de toucador.svg","bolsa de toucador.svg","bolsa_de_toucador","icons/bolsa_de_toucador.svg","18792","no"
"icons/bolsa.svg","bolsa.svg","bolsa","icons/bolsa.svg","11092","no"
"icons/bolso.svg","bolso.svg","bolso","icons/bolso.svg","14564","no"
"icons/bolsos.svg","bolsos.svg","bolsos","icons/bolsos.svg","12028","no"
"icons/bom dia.svg","bom dia.svg","bom_dia","icons/bom_dia.svg","8012","no"
"icons/bom proveito!.svg","bom proveito!.svg","bom_proveito","icons/bom_proveito.svg","12868","no"
"icons/bom.svg","bom.svg","bom","icons/bom.svg","14200","no"
"icons/bomba de gasolina.svg","bomba de gasolina.svg","bomba_de_gasolina","icons/bomba_de_gasolina.svg","13208","no"
"icons/bomba.svg","bomba.svg","bomba","icons/bomba.svg","13512","no"
"icons/bomba_2.svg","bomba_2.svg","bomba_2","icons/bomba_2.svg","8404","no"
"icons/bombas.svg","bombas.svg","bombas","icons/bombas.svg","7620","no"
"icons/bombeira.svg","bombeira.svg","bombeira","icons/bombeira.svg","22080","no"
"icons/bombeiro.svg","bombeiro.svg","bombeiro","icons/bombeiro.svg","21908","no"
"icons/bombeiro_2.svg","bombeiro_2.svg","bombeiro_2","icons/bombeiro_2.svg","13088","no"
"icons/bombeiros.svg","bombeiros.svg","bombeiros","icons/bombeiros.svg","18236","no"
"icons/bombeiros_2.svg","bombeiros_2.svg","bombeiros_2","icons/bombeiros_2.svg","11572","no"
"icons/bombom.svg","bombom.svg","bombom","icons/bombom.svg","22276","no"
"icons/bombons.svg","bombons.svg","bombons","icons/bombons.svg","21468","no"
"icons/bombons_2.svg","bombons_2.svg","bombons_2","icons/bombons_2.svg","18180","no"
"icons/boneca.svg","boneca.svg","boneca","icons/boneca.svg","10876","no"
"icons/boneca_2.svg","boneca_2.svg","boneca_2","icons/boneca_2.svg","22888","no"
"icons/boneco de neve.svg","boneco de neve.svg","boneco_de_neve","icons/boneco_de_neve.svg","19468","no"
"icons/boneco.svg","boneco.svg","boneco","icons/boneco.svg","19984","no"
"icons/boneco_2.svg","boneco_2.svg","boneco_2","icons/boneco_2.svg","14104","no"
"icons/bongв.svg","bongв.svg","bongv","icons/bongv.svg","24648","yes"
"icons/bongвs.svg","bongвs.svg","bongvs","icons/bongvs.svg","27088","yes"
"icons/bongвs_2.svg","bongвs_2.svg","bongvs_2","icons/bongvs_2.svg","20972","yes"
"icons/bonito.svg","bonito.svg","bonito","icons/bonito.svg","17332","no"
"icons/bonito_2.svg","bonito_2.svg","bonito_2","icons/bonito_2.svg","16128","no"
"icons/bonito_3.svg","bonito_3.svg","bonito_3","icons/bonito_3.svg","9588","no"
"icons/bons.svg","bons.svg","bons","icons/bons.svg","12604","no"
"icons/bonsai.svg","bonsai.svg","bonsai","icons/bonsai.svg","21132","no"
"icons/bonsаis.svg","bonsаis.svg","bonsais","icons/bonsais.svg","18024","yes"
"icons/boomerang.svg","boomerang.svg","boomerang","icons/boomerang.svg","10632","no"
"icons/boomerangs.svg","boomerangs.svg","boomerangs","icons/boomerangs.svg","9456","no"
"icons/borboleta.svg","borboleta.svg","borboleta","icons/borboleta.svg","23236","no"
"icons/borboleta_2.svg","borboleta_2.svg","borboleta_2","icons/borboleta_2.svg","15072","no"
"icons/borboleta_3.svg","borboleta_3.svg","borboleta_3","icons/borboleta_3.svg","18924","no"
"icons/borracha.svg","borracha.svg","borracha","icons/borracha.svg","9260","no"
"icons/borragem.svg","borragem.svg","borragem","icons/borragem.svg","21256","no"
"icons/borragem_2.svg","borragem_2.svg","borragem_2","icons/borragem_2.svg","17440","no"
"icons/bosque.svg","bosque.svg","bosque","icons/bosque.svg","34360","no"
"icons/bosques.svg","bosques.svg","bosques","icons/bosques.svg","28160","no"
"icons/bota.svg","bota.svg","bota","icons/bota.svg","7356","no"
"icons/botas de futebol.svg","botas de futebol.svg","botas_de_futebol","icons/botas_de_futebol.svg","21408","no"
"icons/botas de futebol_2.svg","botas de futebol_2.svg","botas_de_futebol_2","icons/botas_de_futebol_2.svg","17280","no"
"icons/botas de montanha.svg","botas de montanha.svg","botas_de_montanha","icons/botas_de_montanha.svg","30920","no"
"icons/botas.svg","botas.svg","botas","icons/botas.svg","9992","no"
"icons/botas_2.svg","botas_2.svg","botas_2","icons/botas_2.svg","13404","no"
"icons/botas_3.svg","botas_3.svg","botas_3","icons/botas_3.svg","6740","no"
"icons/botijas.svg","botijas.svg","botijas","icons/botijas.svg","8584","no"
"icons/botijas_2.svg","botijas_2.svg","botijas_2","icons/botijas_2.svg","7764","no"
"icons/botins.svg","botins.svg","botins","icons/botins.svg","14012","no"
"icons/botins_2.svg","botins_2.svg","botins_2","icons/botins_2.svg","13300","no"
"icons/botфes.svg","botфes.svg","botfes","icons/botfes.svg","14868","yes"
"icons/bot╞o.svg","bot╞o.svg","bot_o","icons/bot_o.svg","17884","no"
"icons/bot╞o_2.svg","bot╞o_2.svg","bot_o_2","icons/bot_o_2.svg","13716","no"
"icons/bot╞o_3.svg","bot╞o_3.svg","bot_o_3","icons/bot_o_3.svg","9948","no"
"icons/bowling.svg","bowling.svg","bowling","icons/bowling.svg","19448","no"
"icons/bowling_2.svg","bowling_2.svg","bowling_2","icons/bowling_2.svg","26444","no"
"icons/bowling_3.svg","bowling_3.svg","bowling_3","icons/bowling_3.svg","8016","no"
"icons/bowling_4.svg","bowling_4.svg","bowling_4","icons/bowling_4.svg","22980","no"
"icons/boxeador.svg","boxeador.svg","boxeador","icons/boxeador.svg","13940","no"
"icons/boxear.svg","boxear.svg","boxear","icons/boxear.svg","20264","no"
"icons/boxer.svg","boxer.svg","boxer","icons/boxer.svg","7156","no"
